Team,Number,Name,First,Last,Position,Ht,Wt,Age,Bday,EXP,College,Salary,Birth City,Birth State,Race,HS,HS City,HS State,Pro Bowler,Champ,# of teams,Heisman
Vikings,7,"Ponder, Christian",Christian,Ponder,QB,74,229,26,2/25/88,4,Florida State,2539675,"Dallas, TX",Texas,White,"Heritage (Colleyville, TX)","Colleyville, TX",Texas,0,NO,1,NO
Chargers,78,"Rinehart, Chad",Chad,Rinehart,G,77,321,29,5/4/85,7,Northern Iowa,2550000,"Boone, IA",Iowa,White,Boone,"Boone, IA",Iowa,0,NO,4,NO
Eagles,91,"Cox, Fletcher",Fletcher,Cox,DE,76,300,23,12/13/90,3,Mississippi State,2560300,"Yazoo City, MS",Mississippi,Black,Yazoo City,"Yazoo City, MS",Mississippi,0,NO,1,NO
Giants,13,"Beckham Jr, Odell",Odell,Beckham Jr,WR,71,198,21,11/5/92,0,LSU,2601550,"New Orleans, LA",Louisiana,Black,Isidore Newman School,"New Orleans, LA",Louisiana,0,NO,1,NO
Dolphins,98,"Odrick, Jared",Jared,Odrick,DT,77,302,26,12/31/87,5,Penn State,2614388,"Lancaster, PA",Pennsylvania,Other,"Lebanon (Lebanon, PA)","Lebanon, PA",Pennsylvania,0,NO,1,NO
Eagles,24,"Fletcher, Bradley",Bradley,Fletcher,CB,72,200,28,6/25/86,6,Iowa,2625000,"Cleveland, OH",Ohio,Black,"Liberty (Youngstown, OH)","Youngstown, OH",Ohio,0,NO,2,NO
Packers,75,"Bulaga, Bryan",Bryan,Bulaga,T,77,314,25,3/21/89,5,Iowa,2649000,"Barrington, IL",Illinois,White,Marian Central,"Woodstock, IL",Illinois,0,1,1,NO
Giants,99,"Jenkins, Cullen",Cullen,Jenkins,DT,74,305,33,1/20/81,11,Central Michigan,2666667,"Detroit, MI",Michigan,Black,Belleville,"Belleville, MI",Michigan,0,1,3,NO
Ravens,99,"Canty, Chris",Chris,Canty,DE,79,317,31,11/10/82,10,Virginia,2666667,"New York, NY",New York,Black,Latin,"Charlotte, NC",North Carolina,0,1,3,NO
Falcons,3,"Bryant, Matt",Matt,Bryant,K,69,203,39,5/29/75,13,Baylor,2675000,"Orange, TX",Texas,White,Bridge City,"Bridge City, TX",Texas,0,NO,6,NO
Texans,25,"Jackson, Kareem",Kareem,Jackson,CB,70,188,26,4/10/88,5,Alabama,2704000,"Macon, GA",Georgia,Black,Westside,"Macon, GA",Georgia,0,NO,1,NO
Broncos,84,"Tamme, Jacob",Jacob,Tamme,TE,75,230,29,3/15/85,7,Kentucky,2708333,"Lexington, KY",Kentucky,White,Boyle County,"Danville, KY",Kentucky,0,NO,2,NO
Cardinals,5,"Stanton, Drew",Drew,Stanton,QB,75,243,30,5/7/84,8,Michigan State,2733333,"Okemos, MI",Michigan,White,Harrison,"Farmington Mills, MI",Michigan,0,NO,4,NO
Dolphins,64,"Smith, Shelley",Shelley,Smith,G,76,310,27,5/21/87,5,Colorado State,2750000,"Phoenix, AZ",Arizona,White,Westview,"Avondale, AZ",Arizona,0,NO,3,NO
Steelers,24,"Taylor, Ike",Ike,Taylor,CB,74,195,34,5/5/80,12,Louisiana-Lafayette,2750000,"New Orleans, LA",Louisiana,Black,Abramson,"New Orleans, LA",Louisiana,0,2,1,NO
Giants,27,"Brown, Stevie",Stevie,Brown,S,71,215,27,7/17/87,5,Michigan,2750000,"Dallas, TX",Texas,Black,"East (Columbus, IN)","Columbus, IN",Indiana,0,NO,4,NO
Bengals,10,"Huber, Kevin",Kevin,Huber,P,73,214,29,7/16/85,6,Cincinnati,2800000,"Cincinnati, OH",Ohio,White,Archbishop McNicholas,"Cincinniti, OH",Ohio,0,NO,1,NO
Texans,99,"Watt, J.J.",J.J.,Watt,DE,77,289,25,3/22/89,4,Wisconsin,2809375,"Waukesha, WI",Wisconsin,White,Pewaukee,"Pewaukee, WI",Wisconsin,2,NO,1,NO
Bengals,84,"Gresham, Jermaine",Jermaine,Gresham,TE,77,260,26,6/16/88,5,Oklahoma,2819000,"Ardmore, OK",Oklahoma,Black,Ardmore,"Ardmore, OK",Oklahoma,2,NO,1,NO
Chiefs,92,"Poe, Dontari",Dontari,Poe,DT,75,346,24,8/18/90,2,Memphis,2830002,"Memphis, TN",Tennessee,Black,Wooddale,"Memphis, TN",Tennessee,1,NO,1,NO
Broncos,88,"Thomas, Demaryius",Demaryius,Thomas,WR,75,229,26,12/25/87,5,Georgia Tech,2830100,"Montrose, GA",Georgia,Black,West Laurens,"Dublin, GA",Georgia,2,NO,1,NO
Seahawks,4,"Hauschka, Steven",Steven,Hauschka,K,76,210,29,6/29/85,7,North Carolina State,2850000,"Needham, MA",Massachusetts,White,Needham,"Needham, MA",Massachusetts,0,1,6,NO
Chiefs,17,"Avery, Donnie",Donnie,Avery,WR,71,200,30,6/12/84,5,Houston,2850000,"Houston, TX",Texas,Black,Hastings,"Alief, TX",Texas,0,NO,4,NO
Chargers,76,"Fluker, D.J.",D.J.,Fluker,T,77,339,23,3/13/91,2,Alabama,2850625,"New Orleans, LA",Louisiana,Black,Foley,"Foley, AL",Alabama,0,NO,2,NO
Titans,92,"Pitoitua, Ropati",Ropati,Pitoitua,DE,80,298,29,4/6/85,5,Washington State,2866667,Samoa,Samoa,Asian/Pacific Islander,Clover Park,"Lakewood, WA",Washington,0,NO,3,NO
Titans,77,"Lewan, Taylor",Taylor,Lewan,T,79,309,23,7/21/91,0,Michigan,2871251,"Scottsdale, AZ",Arizona,White,Chaparral,"Scottsdale, AZ",Arizona,0,NO,1,NO
Seahawks,99,"McDaniel, Tony",Tony,McDaniel,DT,79,305,29,1/20/85,9,Tennessee,2875000,"Hartsville, SC",South Carolina,Black,Keenan,"Columbia, SC",South Carolina,0,1,3,NO
Colts,1,"McAfee, Pat",Pat,McAfee,P,73,240,27,5/2/87,6,West Virginia,2900000,"Pittsburgh, PA",Pennsylvania,White,Plum,"Plum, PA",Pennsylvania,0,NO,1,NO
Packers,2,"Crosby, Mason",Mason,Crosby,K,73,207,30,9/3/84,8,Colorado,2950000,"Lubbock, TX",Texas,White,Georgetown,"Georgetown, TX",Texas,0,1,1,NO
Seahawks,86,"Miller, Zach",Zach,Miller,TE,77,255,28,12/11/85,8,Arizona State,3000000,"Tempe, AZ",Arizona,White,Desert Vista,"Phoenix, AZ",Arizona,1,1,2,NO
Buccaneers,98,"McDonald, Clinton",Clinton,McDonald,DT,74,297,27,1/6/87,6,Memphis,3000000,"Jacksonville, AR",Arkansas,Black,"Jacksonville (Jacksonville, AR)","Jacksonville, AR",Arkansas,0,1,3,NO
Jets,2,"Folk, Nick",Nick,Folk,K,73,222,29,11/5/84,8,Arizona,3000000,"Los Angeles, CA",California,White,"Notre Dame (Sherman Oaks, CA)","Sherman Oaks, CA",California,1,NO,2,NO
Cowboys,32,"Scandrick, Orlando",Orlando,Scandrick,CB,70,195,27,2/10/87,7,Boise State,3000000,"Los Angeles, CA",California,Black,Los Alamitos,"Los Alamitos, CA",California,0,NO,1,NO
Falcons,61,"Hawley, Joe",Joe,Hawley,C,75,302,25,10/22/88,5,Nevada-Las Vegas,3000000,"Bakersfield, CA",California,White,Esperanza,"Anaheim, CA",California,0,NO,1,NO
Giants,24,"Thurmond III, Walter",Walter,Thurmond III,CB,71,190,27,8/12/87,5,Oregon,3000000,"Los Angeles, CA",California,Black,West Covina,"West Covina, CA",California,0,1,2,NO
Redskins,92,"Baker, Chris",Chris,Baker,DE,74,325,26,10/8/87,3,Hampton,3000000,"Windsor, CT",Connecticut,Black,Windsor,"Windsor, CT",Connecticut,0,NO,3,NO
Falcons,17,"Hester, Devin",Devin,Hester,WR,71,190,31,11/4/82,9,Miami (FL),3000000,"Riviera Beach, FL",Florida,Black,Suncoast Community,"Riviera Beach, FL",Florida,3,NO,2,NO
Titans,22,"McCluster, Dexter",Dexter,McCluster,RB,68,170,26,8/25/88,5,Mississippi,3000000,"Largo, FL",Florida,Black,"Largo (Largo, FL)","Largo, FL",Florida,1,NO,2,NO
Bears,97,"Young, Willie",Willie,Young,DE,76,251,29,9/19/85,5,North Carolina State,3000000,"Riviera Beach, FL",Florida,Black,Palm Beach Gardens Commnity,"Palm Beach Gardens, FL",Florida,0,NO,2,NO
Eagles,29,"Allen, Nate",Nate,Allen,S,73,210,26,11/30/87,5,South Florida,3000000,"Fort Myers, FL",Florida,Black,Cape Coral,"Cape Coral, FL",Florida,0,NO,1,NO
Chargers,26,"Flowers, Brandon",Brandon,Flowers,CB,69,187,28,2/18/86,7,Virginia Tech,3000000,"Delray Beach, FL",Florida,Black,Atlantic Community,"Delray Beach, FL",Florida,1,NO,2,NO
Chiefs,53,"Mays, Joe",Joe,Mays,LB,71,244,29,7/6/85,7,North Dakota State,3000000,"Chicago, IL",Illinois,Black,Hyde Park,"Chicago, IL",Illinois,0,NO,4,NO
Titans,95,"Wimbley, Kamerion",Kamerion,Wimbley,LB,76,258,30,10/13/83,9,Florida State,3000000,"Wichita, KS",Kansas,Black,Wichita Northwest,"Wichita, KS",Kansas,0,NO,3,NO
Redskins,22,"Porter, Tracy",Tracy,Porter,CB,71,188,28,8/11/86,7,Indiana,3000000,"Port Allen, LA",Louisiana,Black,Port Allen,"Port Allen, LA",Louisiana,0,1,4,NO
Ravens,12,"Jones, Jacoby",Jacoby,Jones,WR,74,215,30,7/11/84,8,Lane,3000000,"New Orleans, LA",Louisiana,Black,Abramson,"New Orleans, LA",Louisiana,1,1,2,NO
Dolphins,28,"Moreno, Knowshon",Knowshon,Moreno,RB,71,218,27,7/16/87,6,Georgia,3000000,"Belford, NJ",New Jersey,Black,"South (Middletown, NJ)","Middletown, NJ",New Jersey,0,NO,2,NO
Bills,51,"Spikes, Brandon",Brandon,Spikes,LB,74,255,27,9/3/87,5,Florida,3000000,"Shelby, NC",North Carolina,Black,Crest,"Shelby, NC",North Carolina,0,NO,2,NO
Bills,91,"Lawson, Manny",Manny,Lawson,DE,77,240,30,7/13/84,9,North Carolina State,3000000,"Goldsboro, NC",North Carolina,Black,Eastern Wayne,"Goldboro, NC",North Carolina,0,NO,3,NO
Giants,55,"Walton, J.D.",J.D.,Walton,C,75,305,27,3/24/87,5,Baylor,3000000,"Lawton, OK",Oklahoma,White,Allen,"Allen, TX",Texas,0,NO,3,NO
Bengals,91,"Geathers, Robert",Robert,Geathers,DE,75,286,31,8/11/83,11,Georgia,3000000,"Georgetown, SC",South Carolina,Black,Carvers Bay,"Hemingway, SC",South Carolina,0,NO,1,NO
Falcons,95,"Babineaux, Jonathan",Jonathan,Babineaux,DT,74,300,32,10/12/81,10,Iowa,3000000,"Port Arthur, TX",Texas,Black,Abraham Lincoln,"Port Arthur, TX",Texas,0,NO,1,NO
Patriots,19,"LaFell, Brandon",Brandon,LaFell,WR,74,210,27,11/4/86,5,LSU,3000000,"Houston, TX",Texas,Black,"Lamar (Houston, TX)","Houston, TX",Texas,0,NO,2,NO
49ers,2,"Gabbert, Blaine",Blaine,Gabbert,QB,76,235,24,10/15/89,4,Missouri,3000412,"Chesterfield, MO",Missouri,White,Parkway West,"Ballwin, MO",Missouri,0,NO,2,NO
Bills,24,"Gilmore, Stephon",Stephon,Gilmore,CB,73,190,24,9/19/90,3,South Carolina,3021038,"Rock Hill, SC",South Carolina,Black,South Pointe,"Rock Hill, SC",South Carolina,0,NO,1,NO
49ers,77,"Iupati, Mike",Mike,Iupati,G,77,331,27,5/12/87,5,Idaho,3022125,"Vaitogi, Tutuila",American Samoa,Asian/Pacific Islander,"Western (Anaheim, CA)","Anaheim, CA",California,2,NO,1,NO
Titans,70,"Warmack, Chance",Chance,Warmack,G,74,323,23,9/14/91,2,Alabama,3041663,"Detroit, MI",Michigan,Black,"Westlake (Atlanta, GA)","Atlanta, GA",Georgia,0,NO,1,NO
Falcons,71,"Biermann, Kroy",Kroy,Biermann,DE,75,255,29,9/12/85,7,Montana,3050000,"Hardin, MT",Montana,White,Hardin,"Hardin, MT",Montana,0,NO,1,NO
Lions,85,"Ebron, Eric",Eric,Ebron,TE,76,265,21,4/10/93,0,North Carolina,3062287,"Newark, NJ",New Jersey,Black,Smith,"Greensboro, NC",North Carolina,0,NO,1,NO
49ers,9,"Dawson, Phil",Phil,Dawson,K,71,200,39,1/23/75,16,Texas,3067000,"West Palm Beach, FL",Florida,White,Lake Highlands,"Dallas, TX",Texas,1,NO,4,NO
Titans,91,"Morgan, Derrick",Derrick,Morgan,LB,75,261,25,1/6/89,5,Georgia Tech,3079002,"Lancaster, PA",Pennsylvania,Black,"Area (Coatesville, PA)","Coatesville, PA",Pennsylvania,0,NO,1,NO
Broncos,95,"Wolfe, Derek",Derek,Wolfe,DE,77,285,24,2/24/90,3,Cincinnati,3096764,"Syracuse, OH",Ohio,White,Beaver Local,"Lisbon, OH",Ohio,0,NO,1,NO
Lions,35,"Bell, Joique",Joique,Bell,RB,71,229,28,8/4/86,4,Wayne State (Mich.),3100000,"Benton Harbor, MI",Michigan,Black,Benton Harbor,"Benton Harbor, MI",Michigan,0,NO,5,NO
Panthers,9,"Gano, Graham",Graham,Gano,K,74,205,27,4/9/87,5,Florida State,3100000,"Arbroath, Scotland",Scotland,White,Tate,"Cantonment, FL",Florida,0,NO,3,NO
Bills,79,"Pears, Erik",Erik,Pears,T,80,316,32,6/25/82,9,Colorado State,3100000,"Price, UT",Utah,White,JFK,"Denver, CO",Colorado,0,NO,5,NO
Browns,44,"Tate, Ben",Ben,Tate,RB,70,220,26,8/21/88,5,Auburn,3100000,"Woodbridge, VA",Virginia,Black,Snow Hill,"Snow Hill, MD",Maryland,0,NO,2,NO
Falcons,83,"Douglas, Harry",Harry,Douglas,WR,72,183,30,9/16/84,6,Louisville,3125000,"Tampa, FL",Florida,Black,Jonesboro,"Jonesboro, GA",Georgia,0,NO,1,NO
Panthers,59,"Kuechly, Luke",Luke,Kuechly,LB,75,238,23,4/20/91,3,Boston College,3144651,"Cincinnati, OH",Ohio,White,St. Xavier,"Cincinnati, OH",Ohio,1,NO,1,NO
Titans,10,"Locker, Jake",Jake,Locker,QB,75,223,26,6/15/88,4,Washington,3146501,"Bellingham, WA",Washington,White,Ferndale,"Ferndale, WA",Washington,0,NO,1,NO
Titans,31,"Pollard, Bernard",Bernard,Pollard,S,73,226,29,12/23/84,9,Purdue,3150000,"Fort Wayne, IN",Indiana,Black,South Side,"Fort Wayne, IN",Indiana,0,1,4,NO
Patriots,3,"Gostkowski, Stephen",Stephen,Gostkowski,K,73,215,30,1/28/84,9,Memphis,3151800,"Baton Rouge, LA",Louisiana,White,"Madison Central (Madison, MS)","Madison, MS",Mississippi,2,NO,1,NO
Jets,27,"Milliner, Dee",Dee,Milliner,CB,72,201,23,9/14/91,2,Alabama,3165250,"Deatsville, AL",Alabama,Black,Stanhope Elmore,"Millbrook, AL",Alabama,0,NO,1,NO
Lions,91,"Jones, Jason",Jason,Jones,DE,77,275,28,5/23/86,7,Eastern Michigan,3166667,"Detroit, MI",Michigan,Black,Lathrup,"Southfield, MI",Michigan,0,NO,3,NO
Dolphins,17,"Tannehill, Ryan",Ryan,Tannehill,QB,76,220,26,7/27/88,3,Texas A&M,3167211,"Lubbock, TX",Texas,White,Big Spring,"Big Spring, TX",Texas,0,NO,1,NO
Vikings,55,"Barr, Anthony",Anthony,Barr,LB,77,255,22,3/18/92,0,UCLA,3185875,"South Bend, IN",Indiana,Black,Loyola,"Los Angeles, CA",California,0,NO,1,NO
Rams,11,"Austin, Tavon",Tavon,Austin,WR,68,176,23,3/15/91,2,West Virginia,3187751,"Baltimore, MD",Maryland,Black,Dunbar,"Baltimore, MD",Maryland,0,NO,1,NO
Bears,68,"Slauson, Matt",Matt,Slauson,G,77,315,28,2/18/86,6,Nebraska,3200000,"Sweet Home, OR",Oregon,White,Sweet Home,"Sweet Home, OR",Oregon,0,NO,2,NO
Steelers,6,"Suisham, Shaun",Shaun,Suisham,K,72,200,32,12/29/81,10,Bowling Green,3201667,"Wallaceburg, Ontario",Ontario,White,Wallaceburg District Secondary School,"Wallaceburg, Ontario",Canada,0,NO,4,NO
Browns,21,"Gilbert, Justin",Justin,Gilbert,CB,72,202,22,12/7/91,0,Oklahoma State,3208376,"The Woodlands, TX",Texas,Black,Huntsville,"Huntsville, TX",Texas,0,NO,1,NO
Cowboys,5,"Bailey, Dan",Dan,Bailey,K,72,191,26,1/26/88,4,Oklahoma State,3214286,"Oklahoma City, OK",Oklahoma,White,Southwest Covenant,"Yukon, OK",Oklahoma,0,NO,1,NO
Giants,90,"Pierre-Paul, Jason",Jason,Pierre-Paul,DE,77,278,25,1/1/89,5,South Florida,3216800,"Deerfield Beach, FL",Florida,Black,Deerfield Beach,"Deerfield Beach, FL",Florida,2,1,1,NO
Bears,33,"Tillman, Charles",Charles,Tillman,CB,74,198,33,2/23/81,12,Louisiana-Lafayette,3250000,"Chicago, IL",Illinois,Black,Copperas Cove,"Copperas Cove, TX",Texas,2,NO,1,NO
Cardinals,63,"Sendlein, Lyle",Lyle,Sendlein,C,75,308,30,3/16/84,8,Texas,3250000,"Edina, MN",Minnesota,White,Chaparral,"Scottsdale, AZ",Arizona,0,NO,1,NO
Patriots,63,"Connolly, Dan",Dan,Connolly,C,76,305,32,9/2/82,9,Southeast Missouri State,3250000,"St. Louis, MO",Missouri,White,Marquette,"Chesterfield, MO",Missouri,0,NO,2,NO
Broncos,5,"Prater, Matt",Matt,Prater,K,70,195,30,8/10/84,8,Central Florida,3250000,"Mayfield Heights, OH",Ohio,White,Estero,"Estero, FL",Florida,1,NO,4,NO
Cardinals,19,"Ginn, Ted",Ted,Ginn,WR,71,185,29,4/12/85,8,Ohio State,3250000,"Cleveland, OH",Ohio,Black,Glenville,"Cleveland, OH",Ohio,0,NO,4,NO
Bengals,58,"Maualuga, Rey",Rey,Maualuga,LB,74,255,27,1/20/87,6,USC,3250000,"Fort Sill, OK",Oklahoma,Asian/Pacific Islander,"Eureka (Eureka, CA)","Eureka, CA",California,0,NO,1,NO
Buccaneers,9,"Koenen, Michael",Michael,Koenen,P,71,198,32,7/13/82,10,Western Washington,3250000,"Ferndale, WA",Washington,White,Ferndale,"Ferndale, WA",Washington,0,NO,2,NO
Raiders,53,"Roach, Nick",Nick,Roach,LB,73,234,29,6/16/85,8,Northwestern,3250000,"Milwaukee, WI",Wisconsin,Black,"Lutheran (Milwaukee, WI)","Milwaukee, WI",Wisconsin,0,NO,3,NO
Lions,54,"Levy, DeAndre",DeAndre,Levy,LB,74,235,27,3/26/87,6,Wisconsin,3250000,"Milwaukee, WI",Wisconsin,Black,Vincent,"Milwaukee, WI",Wisconsin,0,NO,1,NO
Dolphins,10,"Gibson, Brandon",Brandon,Gibson,WR,72,210,27,8/13/87,6,Washington State,3260000,West Germany,Germany,Black,Rogers,"Puyallup, WA",Washington,0,NO,2,NO
Bills,74,"Williams, Chris",Chris,Williams,G,78,320,29,8/26/85,7,Vanderbilt,3287500,"Glynn, LA",Louisiana,Black,"Catholic (Baton Rouge, LA)","Baton Rouge, LA",Louisiana,0,NO,3,NO
Panthers,58,"Davis, Thomas",Thomas,Davis,LB,73,235,31,3/22/83,10,Georgia,3300000,"Shellman, GA",Georgia,Black,Randolph-Clay,"Shellman, GA",Georgia,0,NO,1,NO
Dolphins,2,"Fields, Brandon",Brandon,Fields,P,77,249,30,5/21/84,8,Michigan State,3325029,"Southfield, MI",Michigan,White,St. John's jesuit,"Toledo, OH",Ohio,1,NO,1,NO
Panthers,34,"Williams, DeAngelo",DeAngelo,Williams,RB,69,215,31,4/25/83,9,Memphis,3333333,"Little Rock, AR",Arkansas,Black,Wynne,"Wynne, AR",Arkansas,1,NO,1,NO
Raiders,89,"Jones, James",James,Jones,WR,73,200,30,3/31/84,8,San Jose State,3333333,"San Jose, CA",California,Black,Gunderson,"San Jose, CA",California,0,1,2,NO
Titans,23,"Greene, Shonn",Shonn,Greene,RB,71,233,29,8/21/85,6,Iowa,3333333,"Sicklerville, NJ",New Jersey,Black,Winslow Township,"Atco, NJ",New Jersey,0,NO,2,NO
Chiefs,10,"Daniel, Chase",Chase,Daniel,QB,72,225,27,10/7/86,4,Missouri,3333333,"Irving, TX",Texas,White,"Carroll (Southlake, TX)","Southlake, TX",Texas,0,1,3,NO
Chiefs,99,"Walker, Vance",Vance,Walker,DT,74,305,27,4/26/87,6,Georgia Tech,3340000,"Cincinnati, OH",Ohio,Black,For Mill,"Fort Mill, SC",South Carolina,0,NO,3,NO
Eagles,55,"Graham, Brandon",Brandon,Graham,LB,74,265,26,4/3/88,5,Michigan,3381600,"Detroit, MI",Michigan,Black,Crockett Tech,"Detroit, MI",Michigan,0,NO,1,NO
Ravens,51,"Smith, Daryl",Daryl,Smith,LB,74,250,32,3/14/82,11,Georgia Tech,3400000,"Albany, GA",Georgia,Black,Dougherty Comprehensive,"Albany, GA",Georgia,0,NO,2,NO
Browns,16,"Hawkins, Andrew",Andrew,Hawkins,WR,67,180,28,3/10/86,4,Toledo,3400000,"Johnstown, PA",Pennsylvania,Black,Bishop McCort,"Johnstown, PA",Pennsylvania,0,NO,3,NO
49ers,4,"Lee, Andy",Andy,Lee,P,74,180,32,8/11/82,11,Pittsburgh,3400000,"Westminster, SC",South Carolina,White,West-Oak,"Westminster, SC",South Carolina,3,NO,1,NO
Rams,95,"Hayes, William",William,Hayes,DE,75,278,29,5/2/85,7,Winston-Salem State,3416667,"High Point, NC",North Carolina,Black,Andrews,"High Point, NC",North Carolina,0,NO,2,NO
Patriots,62,"Wendell, Ryan",Ryan,Wendell,C,74,300,28,3/4/86,6,Fresno State,3425000,"Pomona, CA",California,White,Diamond Bar,"Diamond Bar, CA",California,0,NO,1,NO
Jaguars,10,"Scobee, Josh",Josh,Scobee,K,73,210,32,6/23/82,11,Louisiana Tech,3450000,"Longview, TX",Texas,White,Longview,"Longview, TX",Texas,0,NO,1,NO
Cardinals,25,"Powers, Jerraud",Jerraud,Powers,CB,70,187,27,7/19/87,6,Auburn,3500000,"Decatur, AL",Alabama,Black,Decatur,"Decatur, AL",Alabama,0,NO,2,NO
Jaguars,21,"Gerhart, Toby",Toby,Gerhart,RB,72,231,27,3/28/87,5,Stanford,3500000,"Norco, CA",California,White,Norco,"Norco, CA",California,0,NO,2,NO
Ravens,89,"Smith, Sr., Steve",Steve,"Smith, Sr.",WR,69,195,35,5/12/79,14,Utah,3500000,"Los Angeles, CA",California,Black,"University (Los Angeles, CA)","Los Angeles, CA",California,5,NO,2,NO
Cardinals,31,"Cromartie, Antonio",Antonio,Cromartie,CB,74,210,30,4/15/84,9,Florida State,3500000,"Tallahassee, FL",Florida,Black,Lincoln,"Tallahassee, FL",Florida,3,NO,3,NO
Eagles,43,"Sproles, Darren",Darren,Sproles,RB,66,190,31,6/20/83,10,Kansas State,3500000,"Waterloo, IA",Iowa,Black,Olathe,"Olathe, KS",Kansas,0,NO,3,NO
49ers,26,"Brock, Tramaine",Tramaine,Brock,CB,70,197,26,8/20/88,5,Belhaven,3500000,"Gulfport, MS",Mississippi,Black,Long Beach,"Long Beach, MS",Mississippi,0,NO,1,NO
Chargers,34,"Brown, Donald",Donald,Brown,RB,70,207,27,4/11/87,6,Connecticut,3500000,"Atlantic Highlands, NJ",New Jersey,Black,"Catholic (Red Bank, NJ)","Red Bank, NJ",New Jersey,0,NO,2,NO
Raiders,23,"Brown, Tarell",Tarell,Brown,CB,71,190,29,1/6/85,8,Texas,3500000,"New York, NY",New York,Black,"North (Mesquite, TX)","Mesquite, TX",Texas,0,NO,2,NO
Redskins,78,"Lichtensteiger, Kory",Kory,Lichtensteiger,C,74,296,29,3/22/85,6,Bowling Green State,3500000,"Van Wert, OH",Ohio,White,Crestview,"Convoy, OH",Ohio,0,NO,3,NO
Colts,90,"Redding, Cory",Cory,Redding,DE,76,318,33,11/15/80,12,Texas,3500000,"Houston, TX",Texas,Black,North Shore,"Houston, TX",Texas,0,NO,4,NO
Chargers,11,"Royal, Eddie",Eddie,Royal,WR,70,185,28,5/21/86,7,Virginia Tech,3500000,"Alexandria, VA",Virginia,Black,"Westfield (Chantilly, VA)","Chantilly, VA",Virginia,0,NO,2,NO
Cowboys,68,"Free, Doug",Doug,Free,T,78,325,30,1/6/84,8,Northern Illinois,3500000,"Manitowoc, WI",Wisconsin,White,"Lincoln (Manitowoc, WI)","Manitowoc, WI",Wisconsin,0,NO,1,NO
Packers,50,"Hawk, A.J.",A.J.,Hawk,LB,73,235,30,1/6/84,9,Ohio State,3533333,"Kettering, OH",Ohio,White,Centerville,"Centerville, OH",Ohio,1,1,1,NO
Saints,77,"Bunkley, Brodrick",Brodrick,Bunkley,NT,74,306,30,11/23/83,9,Florida State,3550000,"Tampa, FL",Florida,Black,George D. Chamberlain,"Tampla, FL",Florida,0,NO,3,NO
Lions,67,"Sims, Rob",Rob,Sims,G,75,312,30,12/6/83,9,Ohio State,3550000,"Macedonia, OH",Ohio,Black,Nordonia,"Macedonia, OH",Ohio,0,NO,2,NO
Buccaneers,62,"Dietrich-Smith, Evan",Evan,Dietrich-Smith,C,74,308,28,7/19/86,5,Idaho State,3562500,"Salinas, CA",California,White,Salinas,"Salinas, CA",California,0,1,3,NO
Buccaneers,23,"Barron, Mark",Mark,Barron,S,74,213,24,10/27/89,3,Alabama,3616250,"Mobile, AL",Alabama,Black,St. Pauls Episcopal,"Mobile, AL",Alabama,0,NO,1,NO
Texans,14,"Fitzpatrick, Ryan",Ryan,Fitzpatrick,QB,74,223,31,11/24/82,10,Harvard,3625000,"Gilbert, AZ",Arizona,White,"Highland (Gilbert, AZ)","Gilbert, AZ",Arizona,0,NO,5,NO
Colts,8,"Hasselbeck, Matt",Matt,Hasselbeck,QB,76,235,39,9/25/75,16,Boston College,3625000,"Boulder, CO",Colorado,White,Xaverian Brothers,"Westwood, MA",Massachusetts,3,NO,4,NO
Chargers,5,"Scifres, Mike",Mike,Scifres,P,74,215,33,10/8/80,12,Western Illinois,3625000,"Metairie, LA",Louisiana,White,Destrehan,"Destrehan, LA",Louisiana,0,NO,1,NO
Rams,63,"Wells, Scott",Scott,Wells,C,74,302,33,1/7/81,11,Tennessee,3625000,"West, TX",Texas,White,Brentwood Academy,"Brentwood, TN",Tennessee,1,1,2,NO
Cardinals,61,"Cooper, Jonathan",Jonathan,Cooper,G,74,312,24,1/19/90,2,North Carolina,3637251,"Wilmington, NC",North Carolina,Black,Hoggard,"Wilmington, NC",North Carolina,0,NO,1,NO
Saints,6,"Morstead, Thomas",Thomas,Morstead,P,76,235,28,3/8/86,6,Southern Methodist,3647500,"Houston, TX",Texas,White,Pearland,"Pearland, TX",Texas,1,1,1,NO
Bills,60,"Urbik, Kraig",Kraig,Urbik,G,77,324,29,9/23/85,6,Wisconsin,3650000,"Chicago, IL",Illinois,White,Hudson,"Hudson, WI",Wisconsin,0,NO,2,NO
Buccaneers,13,"Evans, Mike",Mike,Evans,WR,77,231,21,8/21/93,0,Texas A&M,3657876,"Galveston, TX",Texas,Hispanic,Ball,"Galveston, TX",Texas,0,NO,1,NO
Raiders,45,"Reece, Marcel",Marcel,Reece,FB,73,255,29,6/23/85,5,Washington,3673333,"Los Angeles, CA",California,Black,Hesperia,"Hesperia, CA",California,2,NO,2,NO
Vikings,24,"Munnerlyn, Captain",Captain,Munnerlyn,CB,68,195,26,4/10/88,6,South Carolina,3750000,"Mobile, AL",Alabama,Black,Murphy,"Mobile, AL",Alabama,0,NO,2,NO
Packers,59,"Jones, Brad",Brad,Jones,LB,75,242,28,4/1/86,6,Colorado,3750000,"Lansing, MI",Michigan,Black,East Lansing,"East Lansing, MI",Michigan,0,1,1,NO
Texans,88,"Graham, Garrett",Garrett,Graham,TE,75,243,28,8/4/86,4,Wisconsin,3750000,"Brick, NJ",New Jersey,White,"Memorial (Brick, NJ)","Brick, NJ",New Jersey,0,NO,1,NO
